CustomerID,Segment,AgeGroup,LoyaltyTier
52581,Consumer,55-64,Silver
52582,SMB,65+,Bronze
52583,Consumer,35-44,Bronze
52584,SMB,45-54,Silver
52585,SMB,45-54,Silver
52586,Consumer,35-44,Gold
52587,Consumer,35-44,Bronze
52588,SMB,35-44,Bronze
52589,Consumer,35-44,Gold
52590,Consumer,55-64,Bronze
52591,Corporate,35-44,Silver
52592,Consumer,35-44,Bronze
52593,Consumer,25-34,Bronze
52594,SMB,65+,Gold
52595,Consumer,18-24,Bronze
52596,Consumer,45-54,Bronze
52597,Consumer,45-54,Bronze
52598,Consumer,35-44,Gold
52599,Corporate,65+,Bronze
52600,Consumer,18-24,Bronze
52601,Consumer,25-34,Gold
52602,Corporate,25-34,Silver
52603,Consumer,45-54,Bronze
52604,Consumer,45-54,Bronze
52605,Consumer,45-54,Gold
52606,Consumer,55-64,Bronze
52607,Consumer,18-24,Bronze
52608,SMB,45-54,Bronze
52609,Consumer,35-44,Bronze
52610,Corporate,45-54,Gold
52611,Consumer,35-44,Gold
52612,Corporate,35-44,Bronze
52613,SMB,18-24,Silver
52614,Consumer,25-34,Bronze
52615,Consumer,35-44,Bronze
52616,Consumer,25-34,Silver
52617,Consumer,35-44,Bronze
52618,Consumer,45-54,Silver
52619,SMB,25-34,Bronze
52620,Consumer,55-64,Bronze
52621,Consumer,35-44,Silver
52622,Consumer,35-44,Bronze
52623,Corporate,35-44,Bronze
52624,Consumer,65+,Bronze
52625,Consumer,45-54,Silver
52626,Corporate,65+,Bronze
52627,Consumer,18-24,Silver
52628,SMB,65+,Bronze
52629,Consumer,25-34,Silver
52630,SMB,55-64,Bronze
52631,SMB,18-24,Bronze
52632,SMB,55-64,Bronze
52633,Consumer,45-54,Silver
52634,Consumer,45-54,Bronze
52635,Consumer,35-44,Bronze
52636,Corporate,35-44,Gold
52637,Consumer,25-34,Bronze
52638,Consumer,25-34,Bronze
52639,Consumer,45-54,Bronze
52640,Corporate,35-44,Bronze
52641,Consumer,18-24,Gold
52642,Consumer,25-34,Bronze
52643,Consumer,25-34,Bronze
52644,SMB,25-34,Bronze
52645,Consumer,35-44,Gold
52646,Consumer,65+,Bronze
52647,SMB,45-54,Silver
52648,Consumer,55-64,Bronze
52649,SMB,18-24,Bronze
52650,Consumer,45-54,Silver
52651,Consumer,55-64,Bronze
52652,Consumer,65+,Bronze
52653,Consumer,45-54,Bronze
52654,Consumer,45-54,Silver
52655,Consumer,65+,Gold
52656,Consumer,25-34,Silver
52657,SMB,55-64,Bronze
52658,Consumer,45-54,Bronze
52659,Consumer,45-54,Silver
52660,Consumer,35-44,Bronze
52661,Consumer,18-24,Bronze
52662,Consumer,25-34,Gold
52663,Consumer,45-54,Bronze
52664,Consumer,25-34,Silver
52665,Consumer,65+,Bronze
52666,Corporate,25-34,Gold
52667,SMB,55-64,Bronze
52668,Consumer,35-44,Gold
52669,Corporate,25-34,Silver
52670,Consumer,25-34,Gold
52671,Consumer,35-44,Silver
52672,Corporate,35-44,Bronze
52673,Consumer,25-34,Bronze
52674,Consumer,25-34,Gold
52675,Consumer,65+,Bronze
52676,SMB,35-44,Bronze
52677,Consumer,45-54,Bronze
52678,Consumer,45-54,Bronze
52679,Consumer,25-34,Bronze
52680,Consumer,65+,Bronze
52681,Consumer,25-34,Bronze
52682,Consumer,25-34,Bronze
52683,Consumer,18-24,Bronze
52684,Consumer,25-34,Silver
52685,Consumer,18-24,Gold
52686,SMB,45-54,Bronze
52687,Consumer,45-54,Bronze
52688,SMB,18-24,Bronze
52689,Consumer,65+,Bronze
52690,Consumer,45-54,Bronze
52691,Consumer,35-44,Bronze
52692,Consumer,65+,Silver
52693,Consumer,35-44,Silver
52694,Consumer,25-34,Gold
52695,SMB,55-64,Silver
52696,Consumer,65+,Silver
52697,Consumer,18-24,Gold
52698,SMB,35-44,Bronze
52699,Consumer,25-34,Bronze
52700,Consumer,65+,Bronze
52701,Corporate,18-24,Bronze
52702,Consumer,55-64,Silver
52703,Consumer,25-34,Silver
52704,SMB,45-54,Bronze
52705,Consumer,45-54,Bronze
52706,Consumer,55-64,Bronze
52707,SMB,18-24,Silver
52708,Consumer,35-44,Gold
52709,Corporate,25-34,Bronze
52710,SMB,25-34,Silver
52711,SMB,25-34,Silver
52712,Consumer,25-34,Silver
52713,Consumer,65+,Bronze
52714,SMB,45-54,Bronze
52715,SMB,25-34,Bronze
52716,Consumer,35-44,Bronze
52717,Consumer,18-24,Bronze
52718,Consumer,25-34,Gold
52719,Consumer,45-54,Bronze
52720,Consumer,45-54,Bronze
52721,Consumer,45-54,Gold
52722,Consumer,65+,Bronze
52723,Consumer,65+,Bronze
52724,Consumer,55-64,Gold
52725,Consumer,35-44,Bronze
52726,Consumer,55-64,Bronze
52727,Consumer,25-34,Silver
52728,Corporate,55-64,Bronze
52729,Consumer,25-34,Bronze
52730,Consumer,65+,Silver
52731,Consumer,18-24,Bronze
52732,Corporate,55-64,Gold
52733,SMB,35-44,Bronze
52734,Consumer,55-64,Gold
52735,Consumer,35-44,Bronze
52736,Consumer,55-64,Bronze
52737,Consumer,45-54,Bronze
52738,SMB,45-54,Silver
52739,SMB,65+,Bronze
52740,Consumer,18-24,Silver
52741,SMB,65+,Bronze
52742,Consumer,35-44,Bronze
52743,Consumer,45-54,Bronze
52744,Consumer,45-54,Bronze
52745,Consumer,35-44,Bronze
52746,Consumer,35-44,Silver
52747,Corporate,65+,Bronze
52748,SMB,35-44,Gold
52749,SMB,65+,Silver
52750,SMB,18-24,Bronze
52751,SMB,45-54,Bronze
52752,Consumer,45-54,Bronze
52753,SMB,35-44,Silver
52754,Consumer,18-24,Bronze
52755,Consumer,55-64,Silver
52756,Consumer,55-64,Bronze
52757,Corporate,35-44,Bronze
52758,SMB,18-24,Gold
52759,Consumer,55-64,Bronze
52760,SMB,55-64,Bronze
52761,SMB,55-64,Bronze
52762,Consumer,55-64,Bronze
52763,Consumer,25-34,Bronze
52764,Consumer,45-54,Silver
52765,Consumer,35-44,Silver
52766,SMB,35-44,Silver
52767,SMB,35-44,Silver
52768,Consumer,45-54,Silver
52769,Consumer,65+,Silver
52770,Consumer,35-44,Bronze
52771,Consumer,35-44,Silver
52772,Consumer,45-54,Bronze
52773,Consumer,45-54,Bronze
52774,Consumer,35-44,Bronze
52775,Consumer,45-54,Silver
52776,Consumer,45-54,Silver
52777,Corporate,55-64,Bronze
52778,Consumer,25-34,Silver
52779,Consumer,45-54,Silver
52780,SMB,35-44,Bronze
52781,Consumer,55-64,Bronze
52782,Consumer,45-54,Bronze
52783,Consumer,55-64,Gold
52784,SMB,55-64,Bronze
52785,Consumer,25-34,Bronze
52786,Consumer,18-24,Silver
52787,Consumer,55-64,Bronze
52788,Consumer,18-24,Bronze
52789,SMB,65+,Bronze
52790,Consumer,45-54,Bronze
52791,Corporate,35-44,Bronze
52792,Consumer,45-54,Silver
52793,SMB,25-34,Bronze
52794,Consumer,45-54,Gold
52795,Consumer,65+,Bronze
52796,Consumer,18-24,Bronze
52797,Consumer,65+,Silver
52798,Consumer,25-34,Bronze
52799,Consumer,35-44,Bronze
52800,Consumer,65+,Bronze
52801,Consumer,55-64,Silver
52802,Consumer,35-44,Gold
52803,Consumer,65+,Bronze
52804,SMB,18-24,Gold
52805,Consumer,45-54,Bronze
52806,Corporate,35-44,Silver
52807,SMB,55-64,Bronze
52808,Consumer,18-24,Silver
52809,SMB,25-34,Bronze
52810,Consumer,35-44,Gold
52811,Consumer,18-24,Bronze
52812,SMB,45-54,Bronze
52813,SMB,55-64,Bronze
52814,Consumer,65+,Silver
52815,Corporate,25-34,Bronze
52816,Consumer,35-44,Silver
52817,Consumer,65+,Bronze
52818,Consumer,18-24,Gold
52819,Consumer,45-54,Gold
52820,Consumer,25-34,Bronze
52821,Consumer,65+,Silver
52822,Consumer,45-54,Gold
52823,Corporate,55-64,Bronze
52824,Corporate,18-24,Silver
52825,Consumer,45-54,Silver
52826,Consumer,35-44,Bronze
52827,Consumer,18-24,Bronze
52828,Consumer,35-44,Silver
52829,Consumer,55-64,Bronze
52830,SMB,45-54,Bronze
52831,Consumer,45-54,Bronze
52832,SMB,25-34,Gold
52833,SMB,35-44,Bronze
52834,Consumer,35-44,Bronze
52835,Consumer,65+,Bronze
52836,Consumer,55-64,Silver
52837,Consumer,35-44,Silver
52838,SMB,35-44,Silver
52839,Consumer,25-34,Silver
52840,Consumer,45-54,Bronze
52841,SMB,25-34,Bronze
52842,Consumer,65+,Gold
52843,Consumer,35-44,Bronze
52844,Consumer,18-24,Bronze
52845,Consumer,25-34,Silver
52846,Corporate,65+,Silver
52847,Consumer,25-34,Gold
52848,Consumer,35-44,Bronze
52849,Corporate,65+,Silver
52850,Consumer,55-64,Bronze
52851,SMB,35-44,Bronze
52852,Consumer,25-34,Bronze
52853,Consumer,35-44,Bronze
52854,Consumer,35-44,Silver
52855,SMB,55-64,Bronze
52856,Consumer,35-44,Bronze
52857,Consumer,65+,Silver
52858,Consumer,65+,Silver
52859,Consumer,55-64,Bronze
52860,Consumer,35-44,Bronze
52861,Consumer,35-44,Silver
52862,SMB,35-44,Silver
52863,Consumer,45-54,Silver
52864,Consumer,55-64,Bronze
52865,Consumer,55-64,Bronze
52866,Consumer,25-34,Gold
52867,SMB,45-54,Silver
52868,Consumer,35-44,Bronze
52869,SMB,55-64,Bronze
52870,Consumer,18-24,Bronze
52871,SMB,55-64,Bronze
52872,SMB,45-54,Bronze
52873,Consumer,25-34,Silver
52874,SMB,25-34,Bronze
52875,Corporate,25-34,Gold
52876,Consumer,35-44,Bronze
52877,Consumer,65+,Gold
52878,Consumer,65+,Bronze
52879,Consumer,45-54,Bronze
52880,SMB,18-24,Silver
52881,SMB,65+,Bronze
52882,Consumer,65+,Bronze
52883,Consumer,18-24,Silver
52884,Consumer,45-54,Silver
52885,Consumer,45-54,Silver
52886,Consumer,45-54,Bronze
52887,Corporate,45-54,Silver
52888,SMB,18-24,Silver
52889,Corporate,25-34,Bronze
52890,Consumer,25-34,Gold
52891,SMB,45-54,Silver
52892,Corporate,18-24,Bronze
52893,Consumer,25-34,Bronze
52894,Consumer,25-34,Bronze
52895,Consumer,18-24,Bronze
52896,SMB,35-44,Bronze
52897,Consumer,25-34,Bronze
52898,SMB,35-44,Bronze
52899,Consumer,25-34,Silver
52900,Consumer,55-64,Bronze
52901,Consumer,18-24,Bronze
52902,Corporate,55-64,Bronze
52903,SMB,45-54,Bronze
52904,Consumer,25-34,Bronze
52905,Consumer,35-44,Bronze
52906,Consumer,35-44,Bronze
52907,Consumer,35-44,Bronze
52908,SMB,45-54,Silver
52909,Corporate,18-24,Bronze
52910,SMB,25-34,Silver
52911,Consumer,45-54,Bronze
52912,Consumer,18-24,Gold
52913,SMB,55-64,Bronze
52914,Consumer,35-44,Silver
52915,Consumer,18-24,Bronze
52916,SMB,55-64,Bronze
52917,Consumer,25-34,Bronze
52918,Corporate,65+,Bronze
52919,SMB,65+,Bronze
52920,SMB,55-64,Silver
52921,SMB,55-64,Silver
52922,Corporate,18-24,Silver
52923,Corporate,18-24,Gold
52924,Consumer,35-44,Bronze
52925,Consumer,35-44,Silver
52926,SMB,35-44,Gold
52927,Corporate,45-54,Bronze
52928,Consumer,55-64,Bronze
52929,Consumer,55-64,Silver
52930,Consumer,65+,Bronze
52931,Consumer,45-54,Silver
52932,SMB,55-64,Bronze
52933,SMB,18-24,Silver
52934,Consumer,18-24,Bronze
52935,Consumer,35-44,Bronze
52936,Consumer,55-64,Silver
52937,Consumer,35-44,Silver
52938,Consumer,18-24,Silver
52939,Consumer,25-34,Silver
52940,Consumer,25-34,Gold
52941,SMB,55-64,Bronze
52942,Consumer,25-34,Bronze
52943,SMB,55-64,Gold
52944,Consumer,65+,Bronze
52945,Consumer,55-64,Silver
52946,SMB,65+,Bronze
52947,Consumer,25-34,Gold
52948,Corporate,25-34,Silver
52949,Corporate,25-34,Silver
52950,Corporate,18-24,Bronze
52951,Consumer,65+,Bronze
52952,Consumer,25-34,Silver
52953,Consumer,45-54,Bronze
52954,SMB,25-34,Silver
52955,Consumer,35-44,Gold
52956,Consumer,35-44,Silver
52957,SMB,45-54,Silver
52958,Consumer,25-34,Bronze
52959,Consumer,25-34,Bronze
52960,Consumer,25-34,Gold
52961,Consumer,25-34,Bronze
52962,Consumer,55-64,Gold
52963,SMB,65+,Silver
52964,SMB,18-24,Gold
52965,Consumer,55-64,Bronze
52966,Corporate,45-54,Silver
52967,SMB,18-24,Silver
52968,Corporate,25-34,Silver
52969,SMB,55-64,Bronze
52970,Consumer,25-34,Bronze
52971,Consumer,65+,Gold
52972,Corporate,35-44,Bronze
52973,Consumer,65+,Silver
52974,Consumer,35-44,Gold
52975,Consumer,25-34,Bronze
52976,Consumer,45-54,Bronze
52977,Consumer,35-44,Bronze
52978,Consumer,18-24,Bronze
52979,Consumer,55-64,Silver
52980,SMB,55-64,Silver
52981,Consumer,65+,Silver
52982,Consumer,45-54,Bronze
52983,Corporate,45-54,Bronze
52984,SMB,25-34,Bronze
52985,SMB,65+,Bronze
52986,Consumer,45-54,Bronze
52987,Consumer,45-54,Bronze
52988,Corporate,45-54,Bronze
52989,Corporate,55-64,Bronze
52990,Consumer,35-44,Bronze
52991,Consumer,18-24,Bronze
52992,Consumer,65+,Silver
52993,Consumer,18-24,Bronze
52994,SMB,25-34,Bronze
52995,Consumer,35-44,Bronze
52996,SMB,18-24,Bronze
52997,Corporate,25-34,Bronze
52998,Consumer,55-64,Bronze
52999,Consumer,45-54,Bronze
53000,Consumer,45-54,Silver
53001,Consumer,18-24,Bronze
53002,Consumer,35-44,Gold
53003,Consumer,25-34,Gold
53004,SMB,35-44,Bronze
53005,SMB,35-44,Silver
53006,Consumer,35-44,Bronze
53007,Consumer,25-34,Bronze
53008,Corporate,55-64,Gold
53009,Consumer,35-44,Bronze
53010,Consumer,65+,Silver
53011,Consumer,35-44,Silver
53012,SMB,25-34,Silver
53013,Consumer,35-44,Bronze
53014,Consumer,55-64,Bronze
53015,Consumer,35-44,Bronze
53016,SMB,55-64,Gold
53017,Consumer,45-54,Silver
53018,Consumer,25-34,Bronze
53019,Consumer,25-34,Silver
53020,SMB,18-24,Bronze
53021,Consumer,35-44,Gold
53022,Consumer,45-54,Bronze
53023,Consumer,25-34,Bronze
53024,Consumer,65+,Gold
53025,SMB,18-24,Gold
53026,Consumer,55-64,Bronze
53027,Consumer,25-34,Gold
53028,Consumer,65+,Bronze
53029,Consumer,18-24,Bronze
53030,Consumer,65+,Gold
53031,Consumer,35-44,Gold
53032,Consumer,25-34,Silver
53033,Corporate,18-24,Bronze
53034,Consumer,25-34,Silver
53035,Consumer,35-44,Bronze
53036,Consumer,65+,Bronze
53037,Consumer,65+,Gold
53038,Consumer,18-24,Bronze
53039,SMB,45-54,Bronze
53040,Consumer,18-24,Bronze
53041,Consumer,18-24,Silver
53042,Corporate,45-54,Bronze
53043,Corporate,35-44,Silver
53044,Corporate,65+,Gold
53045,Consumer,65+,Bronze
53046,SMB,25-34,Bronze
53047,SMB,45-54,Silver
53048,Consumer,55-64,Bronze
53049,Corporate,55-64,Silver
53050,Consumer,45-54,Bronze
53051,Consumer,35-44,Silver
53052,Consumer,45-54,Silver
53053,Consumer,35-44,Silver
53054,Consumer,45-54,Gold
53055,Corporate,55-64,Bronze
53056,Consumer,35-44,Bronze
53057,Corporate,35-44,Silver
53058,Consumer,35-44,Silver
53059,Consumer,55-64,Bronze
53060,Consumer,25-34,Bronze
53061,Corporate,35-44,Bronze
53062,Consumer,55-64,Bronze
53063,SMB,35-44,Silver
53064,Consumer,55-64,Gold
53065,Corporate,35-44,Gold
53066,SMB,18-24,Bronze
53067,Consumer,35-44,Gold
53068,Consumer,25-34,Bronze
53069,Consumer,35-44,Bronze
53070,Consumer,35-44,Gold
53071,Consumer,25-34,Bronze
53072,Consumer,55-64,Bronze
53073,Consumer,55-64,Silver
53074,Consumer,55-64,Silver
53075,Consumer,55-64,Gold
53076,Corporate,55-64,Bronze
53077,Consumer,65+,Bronze
53078,Consumer,25-34,Bronze
53079,Consumer,55-64,Silver
53080,Consumer,25-34,Silver
53081,Consumer,25-34,Bronze
53082,Consumer,55-64,Silver
53083,Consumer,25-34,Bronze
53084,Consumer,65+,Silver
53085,SMB,65+,Bronze
53086,Consumer,18-24,Silver
53087,Consumer,45-54,Bronze
53088,Consumer,65+,Bronze
53089,Consumer,35-44,Bronze
53090,SMB,35-44,Gold
53091,Consumer,45-54,Silver
53092,Consumer,35-44,Gold
53093,Consumer,45-54,Silver
53094,Consumer,45-54,Gold
53095,SMB,65+,Silver
53096,Consumer,18-24,Gold
53097,Consumer,25-34,Bronze
53098,Consumer,18-24,Gold
53099,SMB,18-24,Bronze
53100,Consumer,25-34,Silver
53101,SMB,65+,Silver
53102,Corporate,25-34,Bronze
53103,Consumer,45-54,Bronze
53104,Consumer,25-34,Bronze
53105,SMB,65+,Bronze
53106,Consumer,25-34,Silver
53107,Consumer,35-44,Silver
53108,Consumer,35-44,Bronze
53109,Consumer,25-34,Bronze
53110,Corporate,18-24,Bronze
53111,SMB,35-44,Silver
53112,Consumer,25-34,Silver
53113,Consumer,18-24,Gold
53114,Corporate,55-64,Bronze
53115,Consumer,35-44,Silver
53116,Corporate,18-24,Bronze
53117,Consumer,45-54,Bronze
53118,Consumer,35-44,Silver
53119,SMB,45-54,Bronze
53120,Consumer,35-44,Bronze
53121,Consumer,25-34,Bronze
53122,Consumer,45-54,Silver
53123,Corporate,35-44,Gold
53124,Corporate,55-64,Silver
53125,Consumer,25-34,Bronze
53126,Consumer,25-34,Bronze
53127,Consumer,25-34,Bronze
53128,Consumer,25-34,Gold
53129,Consumer,25-34,Bronze
53130,Consumer,35-44,Bronze
53131,Consumer,35-44,Silver
53132,Consumer,65+,Bronze
53133,SMB,25-34,Bronze
53134,Consumer,65+,Bronze
53135,Consumer,25-34,Bronze
53136,Consumer,35-44,Bronze
53137,Consumer,65+,Bronze
53138,Consumer,55-64,Bronze
53139,Consumer,65+,Silver
53140,SMB,35-44,Silver
53141,Consumer,25-34,Bronze
53142,Consumer,45-54,Bronze
53143,SMB,45-54,Silver
53144,SMB,18-24,Bronze
53145,SMB,18-24,Bronze
53146,Consumer,65+,Gold
53147,Consumer,45-54,Bronze
53148,Consumer,55-64,Bronze
53149,Corporate,25-34,Bronze
53150,Consumer,65+,Silver
53151,Consumer,25-34,Silver
53152,Consumer,25-34,Gold
53153,Corporate,35-44,Bronze
53154,Consumer,35-44,Silver
53155,Consumer,18-24,Silver
53156,Consumer,55-64,Bronze
53157,SMB,55-64,Bronze
53158,SMB,25-34,Silver
53159,Consumer,35-44,Bronze
53160,Consumer,55-64,Bronze
53161,Corporate,35-44,Bronze
53162,Consumer,35-44,Bronze
53163,Consumer,25-34,Silver
53164,Consumer,35-44,Bronze
53165,SMB,25-34,Bronze
53166,SMB,55-64,Gold
53167,Consumer,25-34,Bronze
53168,Consumer,18-24,Silver
53169,Consumer,65+,Silver
53170,Corporate,25-34,Silver
53171,Consumer,35-44,Silver
53172,SMB,45-54,Bronze
53173,SMB,25-34,Silver
53174,SMB,65+,Bronze
53175,Consumer,25-34,Silver
53176,Consumer,25-34,Silver
53177,Consumer,18-24,Bronze
53178,SMB,55-64,Bronze
53179,Corporate,25-34,Silver
53180,Consumer,55-64,Bronze
53181,Consumer,35-44,Silver
53182,Consumer,65+,Silver
53183,SMB,18-24,Bronze
53184,Consumer,55-64,Bronze
53185,Consumer,65+,Silver
53186,Consumer,45-54,Bronze
53187,Corporate,25-34,Bronze
53188,Consumer,65+,Bronze
53189,Consumer,55-64,Gold
53190,SMB,25-34,Bronze
53191,Consumer,65+,Gold
53192,Consumer,18-24,Silver
53193,Consumer,25-34,Bronze
53194,Consumer,18-24,Silver
53195,Consumer,45-54,Bronze
53196,Consumer,35-44,Bronze
53197,Consumer,18-24,Bronze
53198,Consumer,35-44,Bronze
53199,Consumer,55-64,Bronze
53200,Corporate,18-24,Bronze
53201,Consumer,45-54,Silver
53202,Consumer,25-34,Silver
53203,Corporate,35-44,Gold
53204,Consumer,35-44,Bronze
53205,Consumer,25-34,Silver
53206,Consumer,18-24,Silver
53207,Consumer,45-54,Bronze
53208,Consumer,35-44,Bronze
53209,Consumer,45-54,Gold
53210,Consumer,25-34,Silver
53211,Consumer,65+,Silver
53212,Consumer,18-24,Silver
53213,Consumer,25-34,Gold
53214,Consumer,45-54,Bronze
53215,Consumer,25-34,Bronze
53216,Consumer,25-34,Bronze
53217,Consumer,35-44,Silver
53218,Consumer,55-64,Bronze
53219,SMB,55-64,Gold
53220,SMB,25-34,Gold
53221,Consumer,45-54,Silver
53222,Consumer,18-24,Silver
53223,Corporate,55-64,Bronze
53224,Consumer,45-54,Silver
53225,SMB,65+,Bronze
53226,Consumer,25-34,Silver
53227,Consumer,35-44,Bronze
53228,SMB,55-64,Silver
53229,Consumer,18-24,Bronze
53230,Corporate,55-64,Gold
53231,SMB,45-54,Silver
53232,Consumer,55-64,Bronze
53233,Consumer,25-34,Bronze
53234,SMB,55-64,Bronze
53235,Consumer,45-54,Bronze
53236,Consumer,25-34,Gold
53237,Corporate,25-34,Bronze
53238,Consumer,55-64,Bronze
53239,Consumer,35-44,Bronze
53240,Consumer,25-34,Bronze
53241,Consumer,35-44,Bronze
53242,Consumer,45-54,Bronze
53243,Consumer,25-34,Silver
53244,SMB,25-34,Silver
53245,Consumer,45-54,Bronze
53246,Consumer,55-64,Gold
53247,Consumer,45-54,Bronze
53248,Consumer,65+,Bronze
53249,Corporate,25-34,Bronze
53250,Consumer,35-44,Gold
53251,Corporate,35-44,Bronze
53252,Consumer,35-44,Silver
53253,Consumer,25-34,Silver
53254,Consumer,55-64,Bronze
53255,Consumer,25-34,Bronze
53256,Consumer,35-44,Bronze
53257,Consumer,35-44,Silver
53258,Consumer,65+,Bronze
53259,Consumer,25-34,Gold
53260,Consumer,45-54,Silver
53261,Consumer,25-34,Bronze
53262,Consumer,55-64,Gold
53263,Consumer,35-44,Bronze
53264,Consumer,18-24,Gold
53265,Consumer,35-44,Bronze
53266,Consumer,25-34,Bronze
53267,Consumer,25-34,Silver
53268,Corporate,25-34,Bronze
53269,Consumer,18-24,Bronze
53270,Corporate,45-54,Bronze
53271,Consumer,35-44,Gold
53272,Consumer,45-54,Silver
53273,Consumer,45-54,Bronze
53274,Corporate,35-44,Silver
53275,Consumer,35-44,Silver
53276,SMB,35-44,Bronze
53277,Consumer,65+,Bronze
53278,Consumer,35-44,Bronze
53279,Consumer,25-34,Bronze
53280,Consumer,18-24,Bronze
53281,Consumer,25-34,Bronze
53282,SMB,45-54,Bronze
53283,Consumer,45-54,Bronze
53284,Corporate,45-54,Bronze
53285,Consumer,45-54,Bronze
53286,Consumer,18-24,Bronze
53287,Consumer,35-44,Gold
53288,Consumer,35-44,Silver
53289,SMB,18-24,Silver
53290,Consumer,45-54,Silver
53291,Consumer,55-64,Silver
53292,Consumer,18-24,Bronze
53293,Consumer,35-44,Silver
53294,SMB,18-24,Bronze
53295,Consumer,55-64,Bronze
53296,Consumer,35-44,Bronze
53297,SMB,18-24,Silver
53298,Corporate,35-44,Bronze
53299,Consumer,25-34,Gold
53300,Corporate,25-34,Gold
53301,Consumer,45-54,Gold
53302,Consumer,35-44,Bronze
53303,Consumer,65+,Silver
53304,Consumer,65+,Silver
53305,Consumer,55-64,Bronze
53306,Consumer,35-44,Silver
53307,Consumer,65+,Silver
53308,SMB,18-24,Bronze
53309,Corporate,55-64,Bronze
53310,Consumer,35-44,Silver
53311,Consumer,55-64,Gold
53312,Consumer,18-24,Bronze
53313,Consumer,45-54,Gold
53314,Consumer,18-24,Bronze
53315,Consumer,25-34,Bronze
53316,Consumer,45-54,Bronze
53317,Corporate,25-34,Gold
53318,Corporate,45-54,Bronze
53319,SMB,35-44,Bronze
53320,Consumer,25-34,Bronze
53321,SMB,35-44,Silver
53322,SMB,35-44,Silver
53323,Consumer,18-24,Bronze
53324,Corporate,45-54,Silver
53325,Consumer,45-54,Bronze
53326,Consumer,65+,Bronze
53327,Consumer,65+,Gold
53328,Corporate,35-44,Bronze
53329,Consumer,45-54,Bronze
53330,Corporate,45-54,Bronze
53331,Consumer,18-24,Bronze
53332,Consumer,45-54,Bronze
53333,Consumer,25-34,Bronze
53334,Consumer,35-44,Silver
53335,Consumer,45-54,Bronze
53336,Consumer,35-44,Silver
53337,Consumer,25-34,Bronze
53338,Consumer,55-64,Bronze
53339,Consumer,18-24,Silver
53340,SMB,45-54,Bronze
53341,Consumer,25-34,Bronze
53342,SMB,65+,Silver
53343,SMB,65+,Bronze
53344,Consumer,45-54,Gold
53345,Consumer,55-64,Bronze
53346,Consumer,55-64,Silver
53347,Consumer,45-54,Bronze
53348,Consumer,55-64,Gold
53349,Consumer,65+,Gold
53350,Consumer,25-34,Silver
53351,Consumer,45-54,Bronze
53352,Consumer,25-34,Bronze
53353,SMB,35-44,Silver
53354,Consumer,25-34,Bronze
53355,Consumer,45-54,Silver
53356,Consumer,45-54,Gold
53357,Consumer,65+,Bronze
53358,Consumer,55-64,Bronze
53359,Consumer,18-24,Gold
53360,Consumer,25-34,Gold
53361,Consumer,18-24,Bronze
53362,SMB,45-54,Bronze
53363,Consumer,35-44,Silver
53364,Consumer,65+,Silver
53365,Consumer,25-34,Gold
53366,Consumer,65+,Bronze
53367,Consumer,55-64,Bronze
53368,Consumer,55-64,Bronze
53369,Consumer,45-54,Gold
53370,Consumer,55-64,Bronze
53371,SMB,25-34,Bronze
53372,Consumer,55-64,Bronze
53373,Consumer,55-64,Bronze
53374,Consumer,45-54,Bronze
53375,SMB,45-54,Bronze
53376,SMB,25-34,Silver
53377,Consumer,35-44,Bronze
53378,Consumer,45-54,Silver
53379,Consumer,25-34,Bronze
53380,SMB,18-24,Silver
53381,Consumer,65+,Bronze
53382,Consumer,55-64,Bronze
53383,SMB,35-44,Bronze
53384,Consumer,35-44,Bronze
53385,Consumer,45-54,Silver
53386,Consumer,65+,Silver
53387,Consumer,35-44,Gold
53388,Consumer,45-54,Silver
53389,Consumer,55-64,Bronze
53390,Corporate,18-24,Silver
53391,Consumer,45-54,Bronze
53392,Consumer,65+,Bronze
53393,Consumer,55-64,Gold
53394,Corporate,65+,Silver
53395,Consumer,25-34,Bronze
53396,Consumer,55-64,Bronze
53397,Consumer,25-34,Gold
53398,Consumer,55-64,Bronze
53399,Consumer,55-64,Bronze
53400,Consumer,35-44,Gold
53401,Consumer,45-54,Silver
53402,Consumer,35-44,Gold
53403,Consumer,65+,Gold
53404,Consumer,35-44,Gold
53405,Consumer,18-24,Bronze
53406,Consumer,35-44,Bronze
53407,Consumer,18-24,Silver
53408,Consumer,25-34,Bronze
53409,Consumer,35-44,Bronze
53410,Consumer,35-44,Silver
53411,SMB,18-24,Gold
53412,Consumer,35-44,Bronze
53413,Consumer,25-34,Bronze
53414,SMB,25-34,Bronze
53415,SMB,35-44,Silver
53416,Consumer,18-24,Silver
53417,Consumer,18-24,Bronze
53418,Consumer,25-34,Silver
53419,Consumer,45-54,Bronze
53420,Consumer,65+,Bronze
53421,Consumer,55-64,Bronze
53422,Consumer,18-24,Silver
53423,Consumer,55-64,Bronze
53424,SMB,55-64,Silver
53425,Consumer,55-64,Gold
53426,Consumer,45-54,Gold
53427,SMB,25-34,Silver
53428,Consumer,35-44,Bronze
53429,Consumer,35-44,Bronze
53430,Consumer,18-24,Bronze
53431,Consumer,35-44,Bronze
53432,Consumer,25-34,Bronze
53433,Consumer,65+,Bronze
53434,Consumer,45-54,Bronze
53435,Consumer,55-64,Bronze
53436,Consumer,18-24,Gold
53437,Consumer,45-54,Bronze
53438,SMB,55-64,Bronze
53439,Consumer,35-44,Silver
